序号,技能名,工作设施,产物限定,干员,需求精英,效率值,游戏原文
613,雪祀候补,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,寒檀,精2,,进驻训练室协助位时，基建内（不包含副手及活动室使用者）每名萨米干员为当前干员的专精技能训练速度+10%（最多生效3名）
614,“手段应当有效”,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,乌尔比安,精2,,进驻训练室协助位时，心情每小时消耗+1，基建内（不包含副手及活动室使用者）每名深海猎人干员为当前干员的专精技能训练速度+10%（最多生效5名）
615,精神锻炼,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,艾丽妮,精2,,进驻训练室单次协助一名干员训练时长达5小时，则该名干员下次训练所需时间-50%（任意一方离开训练室时，效果消失）
616,言语之义,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,逻各斯,精2,,进驻训练室单次协助一名干员训练时长达5小时，则该名干员下次训练所需时间-50%（任意一方离开训练室时，效果消失）
617,骑士训练,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,耀骑士临光,精0,,进驻训练室协助位时，基建内（不包含副手及活动室使用者）每名骑士干员为当前干员的专精技能训练速度+5%（最多生效5名）
618,崇高准则,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,耀骑士临光,精2,,进驻训练室协助位时，基建内（不包含副手及活动室使用者）每名骑士干员为当前干员的专精技能训练速度+5%（最多生效8名）
619,战术指导·防守,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,艾拉,精0,,进驻训练室协助位时，基建内（不包含副手及活动室使用者）每名防守方干员为当前干员的专精技能训练速度+10%（最多生效4名）
620,战术指导·进攻,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,双月,精0,,进驻训练室协助位时，基建内（不包含副手及活动室使用者）每名进攻方干员为当前干员的专精技能训练速度+10%（最多生效4名）
621,叙拉古狂欢,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,荒芜拉普兰德,精2,,进驻训练室协助位时，基建内（不包含副手及活动室使用者）每名叙拉古干员为当前干员的专精技能训练速度+5%（最多生效7名）
622,战术指导·防守,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,医生,精0,,进驻训练室协助位时，基建内（不包含副手及活动室使用者）每名防守方干员为当前干员的专精技能训练速度+10%（最多生效4名）
623,战术指导·进攻,训练室,PIONEER；WARRIOR；TANK；SNIPER；CASTER；MEDIC；SUPPORT；SPECIAL,导火索,精0,,进驻训练室协助位时，基建内（不包含副手及活动室使用者）每名进攻方干员为当前干员的专精技能训练速度+10%（最多生效4名）
624,因果,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,九色鹿,精0,,进驻加工站时，累积40点因果必定产出一次副产品
625,业报,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,九色鹿,精2,,进驻加工站时，累积80点业报必定产出一次副产品
626,心相连,加工站,F_EVOLVE,白铁,精0,,进驻加工站加工精英材料时，宿舍内每有10名心情12以下的干员时，心情消耗为4的配方心情消耗全部-1
627,热心修补匠,加工站,F_EVOLVE,瑕光,精2,40,进驻加工站加工精英材料时，副产品的产出概率提升40%，同时心情消耗为8以上的配方全部-4心情消耗
628,大匠之心·α,加工站,F_EVOLVE,矩,精0,60,进驻加工站加工精英材料时，副产品的产出概率提升60%，同时心情消耗为8以上的配方全部-2心情消耗
629,大匠之心·β,加工站,F_EVOLVE,矩,精2,80,进驻加工站加工精英材料时，副产品的产出概率提升80%，同时心情消耗为4以上的配方全部-2心情消耗
630,放空,加工站,F_SKILL,羽毛笔,精0,,进驻加工站加工技巧概要时，心情消耗为2的配方全部-1心情消耗
631,宣传阵线,加工站,F_SKILL,伯塔尼,精0,,进驻加工站加工技巧概要时，心情消耗为2的配方全部-1心情消耗
632,一丝不苟,加工站,F_EVOLVE,亚叶；露托,精0；精2,,进驻加工站加工精英材料时，心情消耗为2的配方全部-1心情消耗
633,谨慎加工,加工站,F_EVOLVE,维荻,精0,,进驻加工站加工精英材料时，心情消耗为2的配方全部-1心情消耗
634,长生的余裕,加工站,F_EVOLVE,诺威尔,精2,,进驻加工站加工精英材料时，心情消耗为2的配方全部-1心情消耗
635,灵感,加工站,F_EVOLVE,奥斯塔；贾维,精0,,进驻加工站加工精英材料时，心情消耗为4的配方全部-1心情消耗
636,熔铸,加工站,F_EVOLVE,熔泉,精0,,进驻加工站加工精英材料时，心情消耗为4的配方全部-1心情消耗
637,军事工程学,加工站,F_EVOLVE,号角,精0,,进驻加工站加工精英材料时，心情消耗为4的配方全部-1心情消耗
638,极简实用主义,加工站,F_EVOLVE,慑砂,精0,,进驻加工站加工精英材料时，心情消耗为4的配方全部-2心情消耗
639,便携蓄电池,加工站,F_BUILDING,松果,精1,,进驻加工站加工基建材料时，心情消耗为2的配方全部-1心情消耗
640,选矿学,加工站,F_BUILDING,莱恩哈特,精2,,进驻加工站加工基建材料时，心情消耗为4的配方全部-2心情消耗
641,不倒霉的一天,加工站,F_BUILDING,青枳,精2,,进驻加工站加工基建材料时，心情消耗为4的配方全部-2心情消耗
642,淡泊,加工站,F_ASC,刻刀,精1,,进驻加工站加工芯片时，心情消耗为2的配方全部-1心情消耗
643,勤学不倦,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,万顷,精2,,进驻加工站加工任意类材料时，心情消耗为4的配方全部-1心情消耗
644,拍摄日愉快,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,蒂比,精2,,进驻加工站加工任意类材料时，心情消耗为2的配方全部-1心情消耗
645,与历史对话,加工站,F_EVOLVE,缇缇,精2,,进驻加工站加工精英材料时，心情消耗为8的配方全部-4心情消耗
646,执著,加工站,F_EVOLVE,泥岩,精0,,进驻加工站加工精英材料时，相应配方的心情消耗恒定为2
647,苦修之律,加工站,F_EVOLVE,止颂,精0,,进驻加工站加工精英材料时，相应配方的心情消耗恒定为4
648,虔修之律,加工站,F_EVOLVE,止颂,精2,,进驻加工站加工精英材料时，相应配方的心情消耗恒定为3
649,熟极而流,加工站,F_EVOLVE,特克诺,精0,,进驻加工站加工晶体类材料时，全部心情消耗-1
650,铁匠天赋,加工站,F_EVOLVE,折桠,精0,,进驻加工站加工异铁组材料时，心情消耗为2的配方全部-1心情消耗
651,龙腾式无人机,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,麦哲伦,精2,,进驻加工站加工任意类材料时，心情消耗为4以上的配方全部-2心情消耗
652,自动化流水线,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,凯瑟琳,精2,,进驻加工站加工任意类材料时，心情消耗为4以上的配方全部-2心情消耗
653,肆无忌惮,加工站,F_EVOLVE,年,精0,,进驻加工站加工精英材料时，相应配方全部+2心情消耗
654,DIY·装置,加工站,F_EVOLVE,贾维,精2,,进驻加工站加工装置类材料时，副产品的产出概率提升90%
655,DIY·异铁,加工站,F_EVOLVE,熔泉,精2,,进驻加工站加工异铁类材料时，副产品的产出概率提升90%
656,余料利用,加工站,F_EVOLVE,折桠,精2,,进驻加工站加工异铁组材料时，副产品的产出概率提升90%
657,DIY·聚酸酯,加工站,F_EVOLVE,奥斯塔,精2,,进驻加工站加工聚酸酯类材料时，副产品的产出概率提升90%
658,DIY·源岩,加工站,F_EVOLVE,泥岩,精2,,进驻加工站加工源岩类材料时，副产品的产出概率提升90%
659,DIY·酮凝集·α,加工站,F_EVOLVE,维荻,精1,,进驻加工站加工酮凝集类材料时，副产品的产出概率提升80%
660,DIY·晶体,加工站,F_EVOLVE,特克诺,精2,,进驻加工站加工晶体类材料时，副产品的产出概率提升80%
661,DIY·炽合金,加工站,F_EVOLVE,号角,精2,,进驻加工站加工炽合金块材料时，副产品的产出概率提升100%
662,“物尽其用”,加工站,F_EVOLVE,芳汀,精0,,进驻加工站加工精英材料时，宿舍内每有1名心情4以下的干员，副产品的产出概率提升5%
663,“人善其事”,加工站,F_EVOLVE,芳汀,精1,,进驻加工站加工精英材料时，宿舍内每有1名心情20以下的干员，副产品的产出概率提升5%
664,意相通,加工站,F_EVOLVE,白铁,精2,,进驻加工站加工精英材料时，宿舍内每有1名心情12以下的干员，副产品的产出概率提升5%
665,无用的赠予,加工站,F_EVOLVE,洛洛,精2,,进驻加工站加工精英材料产出T3品质的副产品时，副产品必定为聚酸酯组
666,缓蚀技术,加工站,F_EVOLVE,蚀清,精2,,进驻加工站加工精英材料产出T3品质的副产品时，副产品必定为异铁组
667,岩体锚固,加工站,F_EVOLVE,莱伊,精2,,进驻加工站加工精英材料产出T3品质的副产品时，副产品必定为固源岩组
668,精打细算,加工站,F_EVOLVE,瑕光,精0,,进驻加工站加工精英材料时，减免龙门币消耗
669,机械工程,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,霜华,精2,50,进驻加工站加工任意类材料时，副产品的产出概率提升50%，每1点情报储备额外提升5%；如果乌萨斯特饮达到4瓶，则额外提升15%
670,化猫,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,罗小黑,精1,,进驻加工站加工任意类材料时，心情消耗为4以上的配方全部除以4心情消耗
671,技巧理论,加工站,F_SKILL,暴行；炎客；缠丸,精0,70,进驻加工站加工技巧概要时，副产品的产出概率提升70%
672,兵者诡道,加工站,F_SKILL,赫拉格,精0,80,进驻加工站加工技巧概要时，副产品的产出概率提升80%
673,荒野生存,加工站,F_SKILL,子月,精2,80,进驻加工站加工技巧概要时，副产品的产出概率提升80%
674,登峰造极,加工站,F_SKILL,炎客,精2,80,进驻加工站加工技巧概要时，副产品的产出概率提升80%
675,克己严修,加工站,F_SKILL,司霆惊蛰,精2,80,进驻加工站加工技巧概要时，副产品的产出概率提升80%
676,适应力,加工站,F_SKILL,羽毛笔,精2,75,进驻加工站加工技巧概要时，副产品的产出概率提升75%
677,獠牙的技艺,加工站,F_SKILL,弑君者,精0,75,进驻加工站加工技巧概要时，副产品的产出概率提升75%
678,灵感改装,加工站,F_SKILL,伯塔尼,精2,75,进驻加工站加工技巧概要时，副产品的产出概率提升75%
679,营养学,加工站,F_EVOLVE,芙蓉,精1,70,进驻加工站加工精英材料时，副产品的产出概率提升70%
680,高效回收,加工站,F_EVOLVE,露托,精1,70,进驻加工站加工精英材料时，副产品的产出概率提升70%
681,气流传动,加工站,F_EVOLVE,云迹,精0,70,进驻加工站加工精英材料时，副产品的产出概率提升70%
682,药理学·α,加工站,F_EVOLVE,嘉维尔；安赛尔；末药；调香师,精0；精1,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
683,过度发挥,加工站,F_EVOLVE,天空盒,精0,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
684,毒理学·α,加工站,F_EVOLVE,亚叶；蓝毒,精0,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
685,爆破材料学·α,加工站,F_EVOLVE,陨星,精0,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
686,腐蚀科学·α,加工站,F_EVOLVE,蚀清,精0,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
687,草药学·α,加工站,F_EVOLVE,蜜莓,精0,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
688,必修课程,加工站,F_EVOLVE,掠风,精0,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
689,探井人·α,加工站,F_EVOLVE,莱伊,精0,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
690,熟手的尊严,加工站,F_EVOLVE,诺威尔,精0,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
691,修旧如旧·α,加工站,F_EVOLVE,缇缇,精0,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
692,工业设计,加工站,F_EVOLVE,慑砂,精2,75,进驻加工站加工精英材料时，副产品的产出概率提升75%
693,药理学·β,加工站,F_EVOLVE,苏苏洛,精1,80,进驻加工站加工精英材料时，副产品的产出概率提升80%
694,毒理学·β,加工站,F_EVOLVE,蓝毒,精2,80,进驻加工站加工精英材料时，副产品的产出概率提升80%
695,爆破材料学·β,加工站,F_EVOLVE,空爆；陨星,精1；精2,80,进驻加工站加工精英材料时，副产品的产出概率提升80%
696,腐蚀科学·β,加工站,F_EVOLVE,蚀清,精2,80,进驻加工站加工精英材料时，副产品的产出概率提升80%
697,草药学·β,加工站,F_EVOLVE,蜜莓,精2,80,进驻加工站加工精英材料时，副产品的产出概率提升80%
698,探井人·β,加工站,F_EVOLVE,莱伊,精2,80,进驻加工站加工精英材料时，副产品的产出概率提升80%
699,修旧如旧·β,加工站,F_EVOLVE,缇缇,精2,80,进驻加工站加工精英材料时，副产品的产出概率提升80%
700,学者,加工站,F_EVOLVE,锡兰,精0,80,进驻加工站加工精英材料时，副产品的产出概率提升80%
701,巫妖学识,加工站,F_EVOLVE,止颂,精2,80,进驻加工站加工精英材料时，副产品的产出概率提升80%
702,稀有金属辨识,加工站,F_EVOLVE,年,精0,100,进驻加工站加工精英材料时，副产品的产出概率提升100%
703,工程学,加工站,F_BUILDING,松果；罗比菈塔；阿消,精0,70,进驻加工站加工基建材料时，副产品的产出概率提升70%
704,斩铁裂钢,加工站,F_BUILDING,煌,精1,80,进驻加工站加工基建材料时，副产品的产出概率提升80%
705,结构力学,加工站,F_BUILDING,莱恩哈特,精0,75,进驻加工站加工基建材料时，副产品的产出概率提升75%
706,突发好运,加工站,F_BUILDING,青枳,精0,75,进驻加工站加工基建材料时，副产品的产出概率提升75%
707,特训记录,加工站,F_ASC,12F；刻刀；猎蜂,精0；精1,70,进驻加工站加工芯片时，副产品的产出概率提升70%
708,训练有素,加工站,F_ASC,风笛,精2,80,进驻加工站加工芯片时，副产品的产出概率提升80%
709,“爆炸艺术”,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,棘刺,精2,,进驻加工站加工任意类材料时，每2次加工没有产出副产品，则恢复自身一次心情，恢复量为对应配方所需消耗的心情（加工结束后统一结算）
710,省省能更多,加工站,F_EVOLVE,休谟斯,精1,,进驻加工站加工原始心情消耗为2的精英材料时，副产品的产出概率额外提升40%
711,御灵之力·金,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,罗小黑,精0,,进驻加工站加工原始心情消耗为8的任意类材料时，副产品的产出概率提升50%
712,工效模范·α,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,凯瑟琳,精0,50,进驻加工站加工任意类材料时，副产品的产出概率提升50%
713,工效模范·β,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,凯瑟琳,精2,50,进驻加工站加工任意类材料时，副产品的产出概率提升50%；如果白铁进驻在宿舍，则额外提升10%
714,专注·α,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,玫兰莎；砾,精0；精1,40,进驻加工站加工任意类材料时，副产品的产出概率提升40%
715,能工巧匠,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,吽；安德切尔；斑点；格雷伊,精0；精1,50,进驻加工站加工任意类材料时，副产品的产出概率提升50%
716,多功能测绘仪,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,麦哲伦,精0,50,进驻加工站加工任意类材料时，副产品的产出概率提升50%
717,“炼金术”,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,棘刺,精0,50,进驻加工站加工任意类材料时，副产品的产出概率提升50%
718,修修还能用,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,休谟斯,精0,50,进驻加工站加工任意类材料时，副产品的产出概率提升50%
719,专注·β,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,深海色；艾丝黛尔,精0；精1,60,进驻加工站加工任意类材料时，副产品的产出概率提升60%
720,老当益壮,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,巡林者,精0,60,进驻加工站加工任意类材料时，副产品的产出概率提升60%
721,咪波·加工型,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,梅尔,精0,65,进驻加工站加工任意类材料时，副产品的产出概率提升65%
722,舍弃的赘余,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,洛洛,精0,65,进驻加工站加工任意类材料时，副产品的产出概率提升65%
723,天师府工艺,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,万顷,精0,65,进驻加工站加工任意类材料时，副产品的产出概率提升65%
724,蓝卡坞多面手,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,蒂比,精0,65,进驻加工站加工任意类材料时，副产品的产出概率提升65%
725,未知技术,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,凯尔希,精0,70,进驻加工站加工任意类材料时，副产品的产出概率提升70%
726,技术阐明,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,凯尔希·思衡托,精0,70,进驻加工站加工任意类材料时，副产品的产出概率提升70%
727,理论革新,加工站,F_BUILDING；F_EVOLVE；F_SKILL；F_ASC,凯尔希·思衡托,精2,80,进驻加工站加工任意类材料时，副产品的产出概率提升80%
